id_x,songName,artistName,id_y
lyr_00341,Lay His Head,George Harrison,sgd_033580
lyr_00344,Cockamamie Business,George Harrison,sgd_033552
lyr_00345,Unknown Delight,George Harrison,sgd_006647
lyr_00347,Sunshine Life For Me,George Harrison,sgd_033614
lyr_00348,Gone Troppo,George Harrison,sgd_006616
lyr_00350,New Blue Moon,George Harrison,sgd_006630
lyr_00351,Heading For The Light,George Harrison,sgd_033564
lyr_00352,Looking For My Life,George Harrison,sgd_033585
lyr_00353,See Yourself,George Harrison,sgd_033606
lyr_00355,Inside Out,George Harrison,sgd_006622
lyr_00356,Wreck Of The Hesperus,George Harrison,sgd_033633
lyr_00360,Last Night,George Harrison,sgd_033579
lyr_00363,Dream Away,George Harrison,sgd_033557
lyr_00364,Stuck Inside A Cloud,George Harrison,sgd_033613
lyr_00365,I Really Love You,George Harrison,sgd_033573
lyr_00366,That Which I Have Lost,George Harrison,sgd_033617
lyr_00367,You Took My Breath Away,George Harrison,sgd_033635
lyr_00368,Crackerbox Palace,George Harrison,sgd_033554
lyr_00369,Congratulations,George Harrison,sgd_033553
lyr_00370,Ooh Baby,George Harrison,sgd_006633
lyr_00372,Not Alone Anymore,George Harrison,sgd_006631
lyr_00373,Margarita,George Harrison,sgd_033586
lyr_00374,Someplace Else,George Harrison,sgd_033611
lyr_00375,Rattled,George Harrison,sgd_033600
lyr_00376,Dear One,George Harrison,sgd_006610
lyr_00377,Brainwashed,George Harrison,sgd_033546
lyr_00378,Circles,George Harrison,sgd_033550
lyr_00379,Hong Kong Blues,George Harrison,sgd_006619
lyr_00380,Blood From A Clone,George Harrison,sgd_033543
lyr_00383,Rocking Chair In Hawaii,George Harrison,sgd_033601
lyr_00384,Absolutely Sweet Marie,George Harrison,sgd_033528
lyr_00386,This Guitar,George Harrison,sgd_033623
lyr_00387,Faster,George Harrison,sgd_033559
lyr_00388,Roll Over Beethoven,George Harrison,sgd_033602
lyr_00389,Where Were You Last Night,George Harrison,sgd_033628
lyr_00390,Dirty World,George Harrison,sgd_033556
lyr_00392,What Is Life,George Harrison,sgd_006649
lyr_00393,Behind That Locked Door,George Harrison,sgd_033540
lyr_00394,Run Of The Mill,George Harrison,sgd_033603
lyr_00395,All Things Must Pass,George Harrison,sgd_033529
lyr_00398,If Not For You,George Harrison,sgd_006621
lyr_00399,Apple Scruffs,George Harrison,sgd_033531
lyr_00404,I Dig Love,George Harrison,sgd_033568
lyr_00405,Awaiting On You All,George Harrison,sgd_033533
lyr_00407,Let It Down,George Harrison,sgd_033582
lyr_00411,Beware Of Darkness,George Harrison,sgd_033542
lyr_00412,Art Of Dying,George Harrison,sgd_033532
lyr_00414,My Sweet Lord,George Harrison,sgd_033591
lyr_00416,Sat Singing,George Harrison,sgd_033605
lyr_00419,Shanghai Surprise,George Harrison,sgd_033607
lyr_00435,The Inner Light,George Harrison,sgd_033619
lyr_00449,I Live For You,George Harrison,sgd_033571
lyr_00453,When You Wish Upon A Star,Billy Joel,sgd_025438
lyr_00465,Cross To Bear,Billy Joel,sgd_025360
lyr_00468,All Shook Up,Billy Joel,sgd_025348
lyr_00471,In A Sentimental Mood,Billy Joel,sgd_025379
lyr_00473,The Siegfried Line,Billy Joel,sgd_025428
lyr_00475,These Rhinestone Days,Billy Joel,sgd_025430
lyr_00476,The Prime Of Your Love,Billy Joel,sgd_001419
lyr_00477,Money Or Love,Billy Joel,sgd_025391
lyr_00478,Nobody Knows But Me,Billy Joel,sgd_025397
lyr_00481,The End Of The World,Billy Joel,sgd_001417
lyr_00485,Nocturne,Billy Joel,sgd_025398
lyr_00486,State Of Grace,Billy Joel,sgd_025417
lyr_00487,Honesty,Billy Joel,sgd_025373
lyr_00489,Until The Night,Billy Joel,sgd_025435
lyr_00491,This Night,Billy Joel,sgd_001421
lyr_00492,Temptation,Billy Joel,sgd_025422
lyr_00494,Los Angelenos,Billy Joel,sgd_025388
lyr_00497,Streetlife Serenader,Billy Joel,sgd_001414
lyr_00498,Weekend Song,Billy Joel,sgd_025437
lyr_00501,Last Of The Big Time Spenders,Billy Joel,sgd_025384
lyr_00505,Stop In Nevada,Billy Joel,sgd_025419
lyr_00507,Worse Comes To Worst,Billy Joel,sgd_025442
lyr_00509,Somewhere Along The Line,Billy Joel,sgd_025416
lyr_00511,Sometimes A Fantasy,Billy Joel,sgd_025414
lyr_00512,All For Leyna,Billy Joel,sgd_001396
lyr_00514,Close To The Borderline,Billy Joel,sgd_001403
lyr_00515,Through The Long Night,Billy Joel,sgd_025431
lyr_00516,Sleeping With The Television On,Billy Joel,sgd_025413
lyr_00521,Turn Around,Billy Joel,sgd_001424
lyr_00524,James,Billy Joel,sgd_025381
lyr_00530,Code Of Silence,Billy Joel,sgd_001404
lyr_00532,Tomorrow Is Today,Billy Joel,sgd_025433
lyr_00533,Easy Money,Billy Joel,sgd_025363
lyr_00534,Angry Young Man,Billy Joel,sgd_001397
lyr_00535,A Room Of Our Own,Billy Joel,sgd_025345
lyr_00536,Zanzibar,Billy Joel,sgd_025450
lyr_00538,Leave A Tender Moment Alone,Billy Joel,sgd_001409
lyr_00541,You Picked A Real Bad Time,Billy Joel,sgd_025446
lyr_00542,Got To Begin Again,Billy Joel,sgd_025369
lyr_00543,The Bridge,Billy Joel,sgd_001416
lyr_00549,Christie Lee,Billy Joel,sgd_001401
lyr_00550,You Look So Good To Me,Billy Joel,sgd_025444
lyr_00551,Careless Talk,Billy Joel,sgd_001399
lyr_00552,River Of Dreams,Billy Joel,sgd_025402
lyr_00553,Storm Front,Billy Joel,sgd_001413
lyr_00554,Half A Mile Away,Billy Joel,sgd_025370
lyr_00555,Getting Closer,Billy Joel,sgd_025367
lyr_00556,Light As The Breeze,Billy Joel,sgd_025387
lyr_00558,Always A Woman,Billy Joel,sgd_025351
lyr_00559,Modern Woman,Billy Joel,sgd_001410
lyr_00560,Lullabye,Billy Joel,sgd_025389
lyr_00561,Laura,Billy Joel,sgd_025385
lyr_00563,When In Rome,Billy Joel,sgd_001427
lyr_00564,Scandinavian Skies,Billy Joel,sgd_001412
lyr_00565,Surprises,Billy Joel,sgd_025420
lyr_00566,Running On Ice,Billy Joel,sgd_025405
lyr_00567,Billy The Kid,Billy Joel,sgd_025358
lyr_00570,All You Wanna Do Is Dance,Billy Joel,sgd_025349
lyr_00571,You Can Make Me Free,Billy Joel,sgd_025443
lyr_00577,Josephine,Billy Joel,sgd_025383
lyr_00578,Uptown Girl,Billy Joel,sgd_001425
lyr_00579,Scenes From An Italian Restaurant,Billy Joel,sgd_025407
lyr_00580,To Make You Feel My Love,Billy Joel,sgd_025432
lyr_00581,New York State Of Mind,Billy Joel,sgd_025395
lyr_00584,Goodnight Saigon,Billy Joel,sgd_025368
lyr_00585,Captain Jack,Billy Joel,sgd_025359
lyr_00586,Leningrad,Billy Joel,sgd_025386
lyr_00587,Big Shot,Billy Joel,sgd_025357
lyr_00589,Allentown,Billy Joel,sgd_025350
lyr_00590,And So It Goes,Billy Joel,sgd_025353
lyr_00595,Hey Girl,Billy Joel,sgd_025372
lyr_00597,I Go To Extremes,Billy Joel,sgd_025376
lyr_00598,Baby Grand,Billy Joel,sgd_025354
lyr_00599,Vienna,Billy Joel,sgd_025436
lyr_00600,My Life,Billy Joel,sgd_025394
lyr_00601,Say Goodbye To Hollywood,Billy Joel,sgd_025406
lyr_00603,Piano Man,Billy Joel,sgd_025400
lyr_00604,The Stranger,Billy Joel,sgd_025429
lyr_00605,An Innocent Man,Billy Joel,sgd_025352
lyr_00606,The Longest Time,Billy Joel,sgd_025426
lyr_00607,You May Be Right,Billy Joel,sgd_025445
lyr_00611,Tell Her About It,Billy Joel,sgd_025421
lyr_00612,Shameless,Billy Joel,sgd_025409
lyr_00613,This Is The Time,Billy Joel,sgd_001420
lyr_00614,Only The Good Die Young,Billy Joel,sgd_025399
lyr_00615,A Matter Of Trust,Billy Joel,sgd_025343
lyr_00616,Keeping The Faith,Billy Joel,sgd_001408
lyr_00617,Pressure,Billy Joel,sgd_025401
lyr_00620,A Minor Variation,Billy Joel,sgd_025344
lyr_00622,Two Thousand Years,Billy Joel,sgd_025434
lyr_00623,All About Soul,Billy Joel,sgd_025346
lyr_00625,The Great Wall Of China,Billy Joel,sgd_001418
lyr_00626,Shades Of Grey,Billy Joel,sgd_025408
lyr_00627,Blonde Over Blue,Billy Joel,sgd_001398
lyr_00629,Famous Last Words,Billy Joel,sgd_025366
lyr_00631,Get It Right The First Time,Billy Joel,sgd_001406
lyr_00632,Everybody Has A Dream,Billy Joel,sgd_025365
lyr_00635,Big Man On Mulberry Street,Billy Joel,sgd_025356
lyr_00638,Back In The Ussr,Billy Joel,sgd_025355
lyr_00639,Stiletto,Billy Joel,sgd_025418
lyr_00661,Voodoo,Black Sabbath,sgd_001517
lyr_00662,Neon Knights,Black Sabbath,sgd_025617
lyr_00664,Heaven And Hell,Black Sabbath,sgd_025590
lyr_00665,Children Of The Sea,Black Sabbath,sgd_001494
lyr_00666,Young,Black Sabbath,sgd_001520
lyr_00668,Shadow Of The Wind,Black Sabbath,sgd_025632
lyr_00669,Lady Evil,Black Sabbath,sgd_025606
lyr_00676,Turn Up The Night,Black Sabbath,sgd_025657
lyr_00677,Devil Cried,Black Sabbath,sgd_025572
lyr_00679,Falling Off The Edge Of The World,Black Sabbath,sgd_025580
lyr_00680,Ear In The Wall,Black Sabbath,sgd_001497
lyr_00682,Pariah,Black Sabbath,sgd_025625
lyr_00683,Methademic,Black Sabbath,sgd_025615
lyr_00685,Dear Father,Black Sabbath,sgd_025570
lyr_00686,Age Of Reason,Black Sabbath,sgd_025550
lyr_00687,Peace Of Mind,Black Sabbath,sgd_001510
lyr_00688,Damaged Soul,Black Sabbath,sgd_001495
lyr_00689,Zeitgeist,Black Sabbath,sgd_001521
lyr_00690,Loner,Black Sabbath,sgd_025610
lyr_00691,End Of The Beginning,Black Sabbath,sgd_025576
lyr_00692,Live Forever,Black Sabbath,sgd_025609
lyr_00699,Disturbing The Priest,Black Sabbath,sgd_025575
lyr_00705,Danger Zone,Black Sabbath,sgd_025569
lyr_00706,Cornucopia,Black Sabbath,sgd_025566
lyr_00707,Computer God,Black Sabbath,sgd_025565
lyr_00708,When Death Calls,Black Sabbath,sgd_025666
lyr_00709,Ancient Warrior,Black Sabbath,sgd_025552
lyr_00710,In For The Kill,Black Sabbath,sgd_025596
lyr_00711,Master Of Insanity,Black Sabbath,sgd_025614
lyr_00712,Call Of The Wild,Black Sabbath,sgd_025561
lyr_00714,Warning,Black Sabbath,sgd_025663
lyr_00715,Into The Void,Black Sabbath,sgd_025598
lyr_00717,Keep It Warm,Black Sabbath,sgd_025604
lyr_00718,A National Acrobat,Black Sabbath,sgd_025549
lyr_00719,Johnny Blade,Black Sabbath,sgd_025602
lyr_00721,Back Street Kids,Black Sabbath,sgd_001491
lyr_00722,Evil Eye,Black Sabbath,sgd_025578
lyr_00724,Lord Of This World,Black Sabbath,sgd_001506
lyr_00725,Eternal Idol,Black Sabbath,sgd_025577
lyr_00729,Psychophobia,Black Sabbath,sgd_025627
lyr_00730,Hot Line,Black Sabbath,sgd_025592
lyr_00731,The Illusion Of Power,Black Sabbath,sgd_025647
lyr_00732,Heart Like A Wheel,Black Sabbath,sgd_025589
lyr_00735,Swinging The Chain,Black Sabbath,sgd_025644
lyr_00736,Back To Eden,Black Sabbath,sgd_025555
lyr_00737,Hole In The Sky,Black Sabbath,sgd_001502
lyr_00738,Anno Mundi,Black Sabbath,sgd_025554
lyr_00739,Solitude,Black Sabbath,sgd_025639
lyr_00740,After All,Black Sabbath,sgd_001487
lyr_00741,Turn To Stone,Black Sabbath,sgd_025656
lyr_00742,Cross Of Thorns,Black Sabbath,sgd_025568
lyr_00748,Guilty As Hell,Black Sabbath,sgd_001500
lyr_00750,Immaculate Deception,Black Sabbath,sgd_025595
lyr_00751,Walk Away,Black Sabbath,sgd_025661
lyr_00752,Shock Wave,Black Sabbath,sgd_025634
lyr_00754,Looking For Today,Black Sabbath,sgd_025611
lyr_00755,Selling My Soul,Black Sabbath,sgd_001512
lyr_00756,Kill In The Spirit World,Black Sabbath,sgd_001504
lyr_00757,Hard Life To Love,Black Sabbath,sgd_025586
lyr_00758,Supernaut,Black Sabbath,sgd_025642
lyr_00760,Loser Gets It All,Black Sabbath,sgd_025612
lyr_00761,Nightwing,Black Sabbath,sgd_001509
lyr_00762,Black Moon,Black Sabbath,sgd_025557
lyr_00764,Cardinal Sin,Black Sabbath,sgd_025563
lyr_00765,Shaking Off The Chains,Black Sabbath,sgd_025633
lyr_00767,The Writ,Black Sabbath,sgd_001515
lyr_00768,Jerusalem,Black Sabbath,sgd_025601
lyr_00771,Spiral Architect,Black Sabbath,sgd_025640
lyr_00772,Born To Lose,Black Sabbath,sgd_025559
lyr_00773,Sabbra Cadabra,Black Sabbath,sgd_025630
lyr_00774,Rusty Angels,Black Sabbath,sgd_025629
lyr_00775,The Thrill Of It All,Black Sabbath,sgd_025651
lyr_00776,Slipping Away,Black Sabbath,sgd_025637
lyr_00778,Forbidden,Black Sabbath,sgd_025582
lyr_00779,Lost Forever,Black Sabbath,sgd_025613
lyr_00780,Heaven In Black,Black Sabbath,sgd_025591
lyr_00781,Sins Of The Father,Black Sabbath,sgd_001514
lyr_00782,Buried Alive,Black Sabbath,sgd_025560
lyr_00783,Valhalla,Black Sabbath,sgd_025659
lyr_00784,Too Late,Black Sabbath,sgd_025654
lyr_00787,Killing Yourself To Live,Black Sabbath,sgd_025605
lyr_00788,Wheels Of Confusion,Black Sabbath,sgd_025665
lyr_00790,I,Black Sabbath,sgd_025593
lyr_00791,Air Dance,Black Sabbath,sgd_001489
lyr_00792,Sick And Tired,Black Sabbath,sgd_025635
lyr_00793,Lonely Is The Word,Black Sabbath,sgd_001505
lyr_00794,Under The Sun,Black Sabbath,sgd_001516
lyr_00795,Dying For Love,Black Sabbath,sgd_001496
lyr_00797,Megalomania,Black Sabbath,sgd_001507
lyr_00799,Gypsy,Black Sabbath,sgd_025585
lyr_00800,Angry Heart,Black Sabbath,sgd_025553
lyr_00801,Seventh Star,Black Sabbath,sgd_025631
lyr_00804,Over To You,Black Sabbath,sgd_025623
lyr_00809,Over And Over,Black Sabbath,sgd_025622
lyr_00810,Letters From Earth,Black Sabbath,sgd_025607
lyr_00811,The Sabbath Stones,Black Sabbath,sgd_025649
lyr_00812,Nightmare,Black Sabbath,sgd_025619
lyr_00813,Get A Grip,Black Sabbath,sgd_025583
lyr_00815,Born Again,Black Sabbath,sgd_025558
lyr_00816,Glory Ride,Black Sabbath,sgd_025584
lyr_00818,Time Machine,Black Sabbath,sgd_025652
lyr_00819,The Hand That Rocks The Cradle,Black Sabbath,sgd_025646
lyr_00820,Country Girl,Black Sabbath,sgd_025567
lyr_00821,I Witness,Black Sabbath,sgd_025594
lyr_00822,After Forever,Black Sabbath,sgd_001488
lyr_00823,Virtual Death,Black Sabbath,sgd_025660
lyr_00826,Wishing Well,Black Sabbath,sgd_025667
lyr_00827,Behind The Wall Of Sleep,Black Sabbath,sgd_025556
lyr_00828,Evil Woman,Black Sabbath,sgd_025579
lyr_00830,Iron Man,Black Sabbath,sgd_025599
lyr_00832,Planet Caravan,Black Sabbath,sgd_025626
lyr_00833,Electric Funeral,Black Sabbath,sgd_001498
lyr_00834,Fairies Wear Boots,Black Sabbath,sgd_001499
lyr_00836,Hand Of Doom,Black Sabbath,sgd_001501
lyr_00838,Paranoid,Black Sabbath,sgd_025624
lyr_00840,No Stranger To Love,Black Sabbath,sgd_025620
lyr_00841,Trashed,Black Sabbath,sgd_025655
lyr_00842,The Shining,Black Sabbath,sgd_025650
lyr_00843,Feels Good To Me,Black Sabbath,sgd_025581
lyr_00844,Zero The Hero,Black Sabbath,sgd_001522
lyr_00845,Die Young,Black Sabbath,sgd_025573
lyr_00846,Headless Cross,Black Sabbath,sgd_025588
lyr_00847,Tv Crimes,Black Sabbath,sgd_025658
lyr_00850,Dirty Women,Black Sabbath,sgd_025574
lyr_00851,Black Sabbath,Black Sabbath,sgd_001492
lyr_00852,Snowblind,Black Sabbath,sgd_025638
lyr_00853,Children Of The Grave,Black Sabbath,sgd_001493
lyr_00857,Sabbath Bloody Sabbath,Black Sabbath,sgd_001511
lyr_00859,Sweet Leaf,Black Sabbath,sgd_025643
lyr_00860,Am I Going Insane,Black Sabbath,sgd_001490
lyr_00863,Symptom Of The Universe,Black Sabbath,sgd_025645
lyr_00864,Wicked World,Black Sabbath,sgd_001519
lyr_00866,Never Say Die,Black Sabbath,sgd_025618
lyr_01284,Money For Nothing,Dire Straits,sgd_029842
lyr_01285,Walk Of Life,Dire Straits,sgd_029866
lyr_01286,Your Latest Trick,Dire Straits,sgd_004244
lyr_01287,So Far Away,Dire Straits,sgd_029854
lyr_01288,Brothers In Arms,Dire Straits,sgd_029825
lyr_01289,One World,Dire Straits,sgd_029846
lyr_01290,Why Worry,Dire Straits,sgd_004241
lyr_01291,Ride Across The River,Dire Straits,sgd_004238
lyr_01292,Telegraph Road,Dire Straits,sgd_029859
lyr_01293,It Never Rains,Dire Straits,sgd_029837
lyr_01294,Industrial Disease,Dire Straits,sgd_004234
lyr_01295,Private Investigations,Dire Straits,sgd_029849
lyr_01296,Love Over Gold,Dire Straits,sgd_029840
lyr_01298,Eastbound Train,Dire Straits,sgd_029829
lyr_01299,Wonderful Tonight,Dire Straits,sgd_004242
lyr_01302,Romeo And Juliet,Dire Straits,sgd_029850
lyr_01304,Solid Rock,Dire Straits,sgd_029855
lyr_01305,Tunnel Of Love,Dire Straits,sgd_004240
lyr_01306,Hand In Hand,Dire Straits,sgd_029832
lyr_01307,Expresso Love,Dire Straits,sgd_004232
lyr_01308,Skateaway,Dire Straits,sgd_004239
lyr_01309,Heavy Fuel,Dire Straits,sgd_029833
lyr_01311,Calling Elvis,Dire Straits,sgd_029826
lyr_01312,Twisting By The Pool,Dire Straits,sgd_029864
lyr_01313,On Every Street,Dire Straits,sgd_004237
lyr_01314,Sultans Of Swing,Dire Straits,sgd_029858
lyr_01315,Lions,Dire Straits,sgd_004236
lyr_01316,Six Blade Knife,Dire Straits,sgd_029853
lyr_01317,Down To The Waterline,Dire Straits,sgd_029828
lyr_01318,Wild West End,Dire Straits,sgd_029871
lyr_01319,In The Gallery,Dire Straits,sgd_029836
lyr_01320,Setting Me Up,Dire Straits,sgd_029851
lyr_01321,Water Of Love,Dire Straits,sgd_029867
lyr_01322,Southbound Again,Dire Straits,sgd_029856
lyr_01323,Ticket To Heaven,Dire Straits,sgd_029863
lyr_01324,When It Comes To You,Dire Straits,sgd_029869
lyr_01325,Communique,Dire Straits,sgd_029827
lyr_01327,The Long Highway,Dire Straits,sgd_029861
lyr_01328,Fade To Black,Dire Straits,sgd_029830
lyr_01331,Kingdome Come,Dire Straits,sgd_029838
lyr_01332,I Think I Love You Too Much,Dire Straits,sgd_004233
lyr_01334,Iron Hand,Dire Straits,sgd_004235
lyr_01337,My Parties,Dire Straits,sgd_029843
lyr_01338,Millionaire Blues,Dire Straits,sgd_029841
lyr_01340,The Bug,Dire Straits,sgd_029860
lyr_01341,Stop Being Greedy,Dire Straits,sgd_029857
lyr_01342,You And Your Friend,Dire Straits,sgd_004243
lyr_01343,If I Had You,Dire Straits,sgd_029835
lyr_01344,How Long,Dire Straits,sgd_029834
lyr_01347,Two Young Lovers,Dire Straits,sgd_029865
lyr_01349,Angel Of Mercy,Dire Straits,sgd_029824
lyr_01350,Follow Me Home,Dire Straits,sgd_029831
lyr_01351,Once Upon A Time In The West,Dire Straits,sgd_029845
lyr_01352,Portobello Belle,Dire Straits,sgd_029848
lyr_01354,News,Dire Straits,sgd_029844
lyr_01355,Lady Writer,Dire Straits,sgd_029839
lyr_01356,Single Handed Sailor,Dire Straits,sgd_029852
lyr_01604,Cattle Call,Elvis Presley,sgd_031305
lyr_01624,Burning Love,Elvis Presley,sgd_005025
lyr_01625,Early Morning Rain,Elvis Presley,sgd_031332
lyr_01628,Hawaiian Wedding Song,Elvis Presley,sgd_031365
lyr_01630,Blue Suede Shoes,Elvis Presley,sgd_005024
lyr_01631,An American Trilogy,Elvis Presley,sgd_031281
lyr_01634,Fever,Elvis Presley,sgd_031339
lyr_01635,Anyplace Is Paradise,Elvis Presley,sgd_031287
lyr_01638,Blue Christmas,Elvis Presley,sgd_005023
lyr_01640,For The Good Times,Elvis Presley,sgd_005043
lyr_01642,And I Love You So,Elvis Presley,sgd_031282
lyr_01646,First In Line,Elvis Presley,sgd_031342
lyr_01649,Cross My Heart And Hope To Die,Elvis Presley,sgd_031312
lyr_01650,Guitar Man,Elvis Presley,sgd_005054
lyr_01651,Fort Lauderdale Chamber Of Commerce,Elvis Presley,sgd_031348
lyr_01652,Do The Clam,Elvis Presley,sgd_005036
lyr_01653,Do Not Disturb,Elvis Presley,sgd_031318
lyr_01654,Girl Happy,Elvis Presley,sgd_031355
lyr_01657,Funny How Time Slips Away,Elvis Presley,sgd_031351
lyr_01660,Change Of Habit,Elvis Presley,sgd_031307
lyr_01661,Earth Boy,Elvis Presley,sgd_005038
lyr_01668,Clambake,Elvis Presley,sgd_031310
lyr_01670,Britches,Elvis Presley,sgd_031303
lyr_01671,Clean Up Your Own Backyard,Elvis Presley,sgd_031311
lyr_01672,A Whistling Tune,Elvis Presley,sgd_005004
lyr_01675,Confidence,Elvis Presley,sgd_005031
lyr_01676,Could I Fall In Love,Elvis Presley,sgd_005033
lyr_01677,Blue Eyes Crying In The Rain,Elvis Presley,sgd_031297
lyr_01679,Any Day Now,Elvis Presley,sgd_031286
lyr_01680,America The Beautiful,Elvis Presley,sgd_005012
lyr_01681,All I Needed Was The Rain,Elvis Presley,sgd_031280
lyr_01684,Hearts Of Stone,Elvis Presley,sgd_031369
lyr_01686,Edge Of Reality,Elvis Presley,sgd_031334
lyr_01693,Brown Eyed Handsome Man,Elvis Presley,sgd_031304
lyr_01695,Guadalajara,Elvis Presley,sgd_005053
lyr_01696,Fun In Acapulco,Elvis Presley,sgd_031350
lyr_01702,Barefoot Ballad,Elvis Presley,sgd_005015
lyr_01704,Harbor Lights,Elvis Presley,sgd_031363
lyr_01705,Fame And Fortune,Elvis Presley,sgd_005040
lyr_01710,A World Of Our Own,Elvis Presley,sgd_031278
lyr_01712,Come Along,Elvis Presley,sgd_005029
lyr_01713,Danny,Elvis Presley,sgd_005034
lyr_01714,Cotton Candy Land,Elvis Presley,sgd_005032
lyr_01715,Dark Moon,Elvis Presley,sgd_031315
lyr_01719,A Little Bit Of Green,Elvis Presley,sgd_031275
lyr_01722,Here Comes Santa Claus,Elvis Presley,sgd_031372
lyr_01724,Hey Jude,Elvis Presley,sgd_031375
lyr_01727,Black Star,Elvis Presley,sgd_031295
lyr_01729,Come What May,Elvis Presley,sgd_005030
lyr_01730,Animal Instinct,Elvis Presley,sgd_031285
lyr_01736,Drums Of The Islands,Elvis Presley,sgd_031331
lyr_01738,Am I Ready,Elvis Presley,sgd_005011
lyr_01739,Big Boots,Elvis Presley,sgd_005020
lyr_01741,A House That Has Everything,Elvis Presley,sgd_031274
lyr_01743,Faded Love,Elvis Presley,sgd_031336
lyr_01745,Are You Sincere,Elvis Presley,sgd_031291
lyr_01749,From A Jack To A King,Elvis Presley,sgd_031349
lyr_01759,Almost In Love,Elvis Presley,sgd_005009
lyr_01761,Gonna Get Back Home Somehow,Elvis Presley,sgd_005049
lyr_01767,Beach Shack,Elvis Presley,sgd_005016
lyr_01769,Do You Know Who I Am,Elvis Presley,sgd_031320
lyr_01774,Hey Little Girl,Elvis Presley,sgd_031376
lyr_01778,Girl Of Mine,Elvis Presley,sgd_031356
lyr_01779,Fools Rush In,Elvis Presley,sgd_031345
lyr_01783,Anyway You Want Me,Elvis Presley,sgd_031289
lyr_01785,Devil In Disguise,Elvis Presley,sgd_031316
lyr_01787,As Long As I Have You,Elvis Presley,sgd_005013
lyr_01789,Blue River,Elvis Presley,sgd_031299
lyr_01790,Chesay,Elvis Presley,sgd_005028
lyr_01791,A Fool Such As I,Elvis Presley,sgd_005003
