id_x,songName,artistName_x,id_y,artistName_y
sgd_056068,Someone Like You,Wet Wet Wet,mil_1648,Russell Watson Faye Tozer Steve Mac Chris Laws Fridrik Karlsson Steve Pearce Mae Mckenna London Session Orchestra
sgd_000152,Fever,Aerosmith,mil_3479,Suzi Quatro
sgd_002305,Fever,Celine Dion,mil_3479,Suzi Quatro
sgd_008528,Fever,Inna,mil_3479,Suzi Quatro
sgd_011049,Fever,Kylie Minogue,mil_3479,Suzi Quatro
sgd_017170,Fever,Ray Charles,mil_3479,Suzi Quatro
sgd_020983,Fever,Wanda Jackson,mil_3479,Suzi Quatro
sgd_025119,Fever,Bette Midler,mil_3479,Suzi Quatro
sgd_026212,Fever,Boney M.,mil_3479,Suzi Quatro
sgd_026563,Fever,Bruce Springsteen,mil_3479,Suzi Quatro
sgd_028194,Fever,Conway Twitty,mil_3479,Suzi Quatro
sgd_031339,Fever,Elvis Presley,mil_3479,Suzi Quatro
sgd_038923,Fever,Judas Priest,mil_3479,Suzi Quatro
sgd_042509,Fever,Madonna,mil_3479,Suzi Quatro
sgd_043656,Fever,Michael Buble,mil_3479,Suzi Quatro
sgd_000172,My Girl,Aerosmith,mil_0102,Percy Sledge
sgd_015116,My Girl,Otis Redding,mil_0102,Percy Sledge
sgd_017909,My Girl,Rod Stewart,mil_0102,Percy Sledge
sgd_018933,My Girl,Stevie Wonder,mil_0102,Percy Sledge
sgd_023192,My Girl,Alabama,mil_0102,Percy Sledge
sgd_043585,My Girl,Michael Bolton,mil_0102,Percy Sledge
sgd_043804,My Girl,Michael Jackson,mil_0102,Percy Sledge
sgd_048224,My Girl,Phil Collins,mil_0102,Percy Sledge
sgd_052887,My Girl,The Temptations,mil_0102,Percy Sledge
sgd_056006,My Girl,Westlife,mil_0102,Percy Sledge
sgd_000174,No More No More,Aerosmith,mil_1874,Aerosmith
sgd_000178,On The Road Again,Aerosmith,mil_0869,Bob Dylan
sgd_034548,On The Road Again,Grateful Dead,mil_0869,Bob Dylan
sgd_000195,Round And Round,Aerosmith,mil_0935,Aerosmith
sgd_051579,Round And Round,Selena Gomez,mil_0935,Aerosmith
sgd_051928,Round And Round,Spandau Ballet,mil_0935,Aerosmith
sgd_000196,Same Old Song And Dance,Aerosmith,mil_0501,Aerosmith
sgd_000213,Sunshine,Aerosmith,mil_3761,Kenny Rogers The First Edition
sgd_000536,Sunshine,Alice In Chains,mil_3761,Kenny Rogers The First Edition
sgd_003834,Sunshine,David Guetta,mil_3761,Kenny Rogers The First Edition
sgd_025541,Sunshine,Bing Crosby,mil_3761,Kenny Rogers The First Edition
sgd_032153,Sunshine,Everclear,mil_3761,Kenny Rogers The First Edition
sgd_040530,Sunshine,Kirk Franklin,mil_3761,Kenny Rogers The First Edition
sgd_045112,Sunshine,Nazareth,mil_3761,Kenny Rogers The First Edition
sgd_054608,Sunshine,Uriah Heep,mil_3761,Kenny Rogers The First Edition
sgd_055030,Sunshine,Vertical Horizon,mil_3761,Kenny Rogers The First Edition
sgd_057560,Sunshine,Z-Ro,mil_3761,Kenny Rogers The First Edition
sgd_000214,Sweet Emotion,Aerosmith,mil_3732,Aerosmith
sgd_004431,Sweet Emotion,Donna Summer,mil_3732,Aerosmith
sgd_005958,Sweet Emotion,Faith No More,mil_3732,Aerosmith
sgd_000235,Walk On Water,Aerosmith,mil_0185,Riton Feat. The Uber Audio Bros.
sgd_000235,Walk On Water,Aerosmith,mil_4215,Audio Adrenaline
sgd_015431,Walk On Water,Ozzy Osbourne,mil_0185,Riton Feat. The Uber Audio Bros.
sgd_015431,Walk On Water,Ozzy Osbourne,mil_4215,Audio Adrenaline
sgd_036398,Walk On Water,Ian Hunter,mil_0185,Riton Feat. The Uber Audio Bros.
sgd_036398,Walk On Water,Ian Hunter,mil_4215,Audio Adrenaline
sgd_000243,Always,Air Supply,mil_1749,Blink182
sgd_000243,Always,Air Supply,mil_1892,Glen Gray The Casa Loma Orchestra
sgd_001353,Always,Billie Holiday,mil_1749,Blink182
sgd_001353,Always,Billie Holiday,mil_1892,Glen Gray The Casa Loma Orchestra
sgd_001728,Always,Bon Jovi,mil_1749,Blink182
sgd_001728,Always,Bon Jovi,mil_1892,Glen Gray The Casa Loma Orchestra
sgd_007811,Always,Hillsong United,mil_1749,Blink182
sgd_007811,Always,Hillsong United,mil_1892,Glen Gray The Casa Loma Orchestra
sgd_008725,Always,Irving Berlin,mil_1749,Blink182
sgd_008725,Always,Irving Berlin,mil_1892,Glen Gray The Casa Loma Orchestra
sgd_015499,Always,Patsy Cline,mil_1749,Blink182
sgd_015499,Always,Patsy Cline,mil_1892,Glen Gray The Casa Loma Orchestra
sgd_015799,Always,Pet Shop Boys,mil_1749,Blink182
sgd_015799,Always,Pet Shop Boys,mil_1892,Glen Gray The Casa Loma Orchestra
sgd_015937,Always,Phil Collins,mil_1749,Blink182
sgd_015937,Always,Phil Collins,mil_1892,Glen Gray The Casa Loma Orchestra
sgd_019816,Always,U2,mil_1749,Blink182
sgd_019816,Always,U2,mil_1892,Glen Gray The Casa Loma Orchestra
sgd_029498,Always,Depeche Mode,mil_1749,Blink182
sgd_029498,Always,Depeche Mode,mil_1892,Glen Gray The Casa Loma Orchestra
sgd_030959,Always,Ella Fitzgerald,mil_1749,Blink182
sgd_030959,Always,Ella Fitzgerald,mil_1892,Glen Gray The Casa Loma Orchestra
sgd_031701,Always,Erasure,mil_1749,Blink182
sgd_031701,Always,Erasure,mil_1892,Glen Gray The Casa Loma Orchestra
sgd_032831,Always,Frank Sinatra,mil_1749,Blink182
sgd_032831,Always,Frank Sinatra,mil_1892,Glen Gray The Casa Loma Orchestra
sgd_033370,Always,Gary Valenciano,mil_1749,Blink182
sgd_033370,Always,Gary Valenciano,mil_1892,Glen Gray The Casa Loma Orchestra
sgd_035816,Always,Hillsong,mil_1749,Blink182
sgd_035816,Always,Hillsong,mil_1892,Glen Gray The Casa Loma Orchestra
sgd_040487,Always,Kirk Franklin,mil_1749,Blink182
sgd_040487,Always,Kirk Franklin,mil_1892,Glen Gray The Casa Loma Orchestra
sgd_041526,Always,Leonard Cohen,mil_1749,Blink182
sgd_041526,Always,Leonard Cohen,mil_1892,Glen Gray The Casa Loma Orchestra
sgd_047554,Always,Paul McCartney,mil_1749,Blink182
sgd_047554,Always,Paul McCartney,mil_1892,Glen Gray The Casa Loma Orchestra
sgd_056519,Always,Willie Nelson,mil_1749,Blink182
sgd_056519,Always,Willie Nelson,mil_1892,Glen Gray The Casa Loma Orchestra
sgd_000246,Believer,Air Supply,mil_1131,Babak Shayan
sgd_015379,Believer,Ozzy Osbourne,mil_1131,Babak Shayan
sgd_046367,Believer,Oasis,mil_1131,Babak Shayan
sgd_000256,Crazy Love,Air Supply,mil_4067,Barbara Fairchild
sgd_012212,Crazy Love,Luther Vandross,mil_4067,Barbara Fairchild
sgd_012895,Crazy Love,Michael Bolton,mil_4067,Barbara Fairchild
sgd_012979,Crazy Love,Michael Buble,mil_4067,Barbara Fairchild
sgd_017159,Crazy Love,Ray Charles,mil_4067,Barbara Fairchild
sgd_017800,Crazy Love,Rod Stewart,mil_4067,Barbara Fairchild
sgd_020559,Crazy Love,Van Morrison,mil_4067,Barbara Fairchild
sgd_023676,Crazy Love,Allman Brothers Band,mil_4067,Barbara Fairchild
sgd_026105,Crazy Love,Bon Jovi,mil_4067,Barbara Fairchild
sgd_032879,Crazy Love,Frank Sinatra,mil_4067,Barbara Fairchild
sgd_042753,Crazy Love,Marianne Faithfull,mil_4067,Barbara Fairchild
sgd_045143,Crazy Love,Ne-Yo,mil_4067,Barbara Fairchild
sgd_000260,Do What You Do,Air Supply,mil_0744,Jermaine Jackson
sgd_030460,Do What You Do,Drake,mil_0744,Jermaine Jackson
sgd_053290,Do What You Do,Tina Turner,mil_0744,Jermaine Jackson
sgd_000268,Even The Nights Are Better,Air Supply,mil_0628,Air Supply
sgd_000271,Evil Woman,Air Supply,mil_2691,Electric Light Orchestra
sgd_025579,Evil Woman,Black Sabbath,mil_2691,Electric Light Orchestra
sgd_030246,Evil Woman,Doobie Brothers,mil_2691,Electric Light Orchestra
sgd_030867,Evil Woman,Electric Light Orchestra,mil_2691,Electric Light Orchestra
sgd_049602,Evil Woman,Quiet Riot,mil_2691,Electric Light Orchestra
sgd_000272,Faith,Air Supply,mil_0679,The Cure
sgd_000272,Faith,Air Supply,mil_0951,Astuni Manuel Le Saux
sgd_000272,Faith,Air Supply,mil_2828,Starecase
sgd_000272,Faith,Air Supply,mil_3057,Bach Scherl
sgd_006691,Faith,George Michael,mil_0679,The Cure
sgd_006691,Faith,George Michael,mil_0951,Astuni Manuel Le Saux
sgd_006691,Faith,George Michael,mil_2828,Starecase
sgd_006691,Faith,George Michael,mil_3057,Bach Scherl
sgd_006913,Faith,Glen Campbell,mil_0679,The Cure
sgd_006913,Faith,Glen Campbell,mil_0951,Astuni Manuel Le Saux
sgd_006913,Faith,Glen Campbell,mil_2828,Starecase
sgd_006913,Faith,Glen Campbell,mil_3057,Bach Scherl
sgd_020881,Faith,Violent Femmes,mil_0679,The Cure
sgd_020881,Faith,Violent Femmes,mil_0951,Astuni Manuel Le Saux
sgd_020881,Faith,Violent Femmes,mil_2828,Starecase
sgd_020881,Faith,Violent Femmes,mil_3057,Bach Scherl
sgd_023772,Faith,Alphaville,mil_0679,The Cure
sgd_023772,Faith,Alphaville,mil_0951,Astuni Manuel Le Saux
sgd_023772,Faith,Alphaville,mil_2828,Starecase
sgd_023772,Faith,Alphaville,mil_3057,Bach Scherl
sgd_027045,Faith,Celine Dion,mil_0679,The Cure
sgd_027045,Faith,Celine Dion,mil_0951,Astuni Manuel Le Saux
sgd_027045,Faith,Celine Dion,mil_2828,Starecase
sgd_027045,Faith,Celine Dion,mil_3057,Bach Scherl
sgd_035836,Faith,Hillsong,mil_0679,The Cure
sgd_035836,Faith,Hillsong,mil_0951,Astuni Manuel Le Saux
sgd_035836,Faith,Hillsong,mil_2828,Starecase
sgd_035836,Faith,Hillsong,mil_3057,Bach Scherl
sgd_035936,Faith,Hillsong United,mil_0679,The Cure
sgd_035936,Faith,Hillsong United,mil_0951,Astuni Manuel Le Saux
sgd_035936,Faith,Hillsong United,mil_2828,Starecase
sgd_035936,Faith,Hillsong United,mil_3057,Bach Scherl
sgd_000275,Here I Am,Air Supply,mil_0541,Rebecca St. James
sgd_001013,Here I Am,Barbie,mil_0541,Rebecca St. James
sgd_001290,Here I Am,Bee Gees,mil_0541,Rebecca St. James
sgd_007851,Here I Am,Hillsong United,mil_0541,Rebecca St. James
sgd_019905,Here I Am,UB40,mil_0541,Rebecca St. James
sgd_029973,Here I Am,Dolly Parton,mil_0541,Rebecca St. James
sgd_031487,Here I Am,Emmylou Harris,mil_0541,Rebecca St. James
sgd_031850,Here I Am,Erik Santos,mil_0541,Rebecca St. James
sgd_043759,Here I Am,Michael Jackson,mil_0541,Rebecca St. James
sgd_043897,Here I Am,Michael W. Smith,mil_0541,Rebecca St. James
sgd_045739,Here I Am,Nicki Minaj,mil_0541,Rebecca St. James
sgd_000288,I Want You,Air Supply,mil_1511,Inspiral Carpets
sgd_002570,I Want You,Cher,mil_1511,Inspiral Carpets
sgd_004213,I Want You,Diana Ross,mil_1511,Inspiral Carpets
sgd_005898,I Want You,Faith Hill,mil_1511,Inspiral Carpets
sgd_007936,I Want You,Hollies,mil_1511,Inspiral Carpets
sgd_016184,I Want You,P!nk,mil_1511,Inspiral Carpets
sgd_024766,I Want You,The Beatles,mil_1511,Inspiral Carpets
sgd_025862,I Want You,Bob Dylan,mil_1511,Inspiral Carpets
sgd_026146,I Want You,Bon Jovi,mil_1511,Inspiral Carpets
sgd_027199,I Want You,Cheap Trick,mil_1511,Inspiral Carpets
sgd_031259,I Want You,Elvis Costello,mil_1511,Inspiral Carpets
sgd_039689,I Want You,Kelly Clarkson,mil_1511,Inspiral Carpets
sgd_040654,I Want You,Kiss,mil_1511,Inspiral Carpets
sgd_042524,I Want You,Madonna,mil_1511,Inspiral Carpets
sgd_051373,I Want You,Savage Garden,mil_1511,Inspiral Carpets
sgd_051967,I Want You,Squeeze,mil_1511,Inspiral Carpets
sgd_056055,I Want You,Wet Wet Wet,mil_1511,Inspiral Carpets
sgd_000307,Make It Right,Air Supply,mil_3209,George Mccrae
sgd_000320,One Step Closer,Air Supply,mil_1320,Enuff Z'Nuff
sgd_011685,One Step Closer,Linkin Park,mil_1320,Enuff Z'Nuff
sgd_019857,One Step Closer,U2,mil_1320,Enuff Z'Nuff
sgd_030273,One Step Closer,Doobie Brothers,mil_1320,Enuff Z'Nuff
sgd_000335,Strong Strong Wind,Air Supply,mil_3176,Heart
sgd_000339,Sweet Dreams,Air Supply,mil_1760,Térez Montcalm
sgd_015510,Sweet Dreams,Patsy Cline,mil_1760,Térez Montcalm
sgd_021011,Sweet Dreams,Wanda Jackson,mil_1760,Térez Montcalm
sgd_032051,Sweet Dreams,Eurythmics,mil_1760,Térez Montcalm
sgd_043040,Sweet Dreams,Marilyn Manson,mil_1760,Térez Montcalm
sgd_000342,Tonite,Air Supply,mil_3129,Gogo'S
sgd_000351,If,Aiza Seguerra,mil_0929,Rivermaya
sgd_015765,If,Perry Como,mil_0929,Rivermaya
sgd_016079,If,Pink Floyd,mil_0929,Rivermaya
sgd_017310,If,Red Hot Chili Peppers,mil_0929,Rivermaya
sgd_026388,If,Bread,mil_0929,Rivermaya
sgd_029100,If,Dean Martin,mil_0929,Rivermaya
sgd_038606,If,Joni Mitchell,mil_0929,Rivermaya
sgd_046723,If,Olivia Newton-John,mil_0929,Rivermaya
sgd_049741,If,R. Kelly,mil_0929,Rivermaya
sgd_000395,Goodbye,Alabama,mil_1032,Audio Adrenaline
sgd_000660,Goodbye,America,mil_1032,Audio Adrenaline
sgd_002616,Goodbye,Chicago,mil_1032,Audio Adrenaline
sgd_004890,Goodbye,Elton John,mil_1032,Audio Adrenaline
sgd_008529,Goodbye,Inna,mil_1032,Audio Adrenaline
sgd_013115,Goodbye,Miley Cyrus,mil_1032,Audio Adrenaline
sgd_022624,Goodbye,Zornik,mil_1032,Audio Adrenaline
sgd_023078,Goodbye,Air Supply,mil_1032,Audio Adrenaline
sgd_024394,Goodbye,Avril Lavigne,mil_1032,Audio Adrenaline
sgd_029340,Goodbye,Def Leppard,mil_1032,Audio Adrenaline
sgd_029519,Goodbye,Depeche Mode,mil_1032,Audio Adrenaline
sgd_031476,Goodbye,Emmylou Harris,mil_1032,Audio Adrenaline
sgd_033115,Goodbye,Free,mil_1032,Audio Adrenaline
sgd_040645,Goodbye,Kiss,mil_1032,Audio Adrenaline
sgd_041815,Goodbye,Lionel Richie,mil_1032,Audio Adrenaline
sgd_044979,Goodbye,Natalie Imbruglia,mil_1032,Audio Adrenaline
sgd_050595,Goodbye,Regine Velasquez,mil_1032,Audio Adrenaline
sgd_053844,Goodbye,Tracy Chapman,mil_1032,Audio Adrenaline
sgd_054836,Goodbye,Vanessa Williams,mil_1032,Audio Adrenaline
sgd_000404,Here We Are,Alabama,mil_4289,Gloria Estefan
sgd_007009,Here We Are,Gloria Estefan,mil_4289,Gloria Estefan
sgd_009327,Here We Are,Jimmy Buffett,mil_4289,Gloria Estefan
sgd_030095,Here We Are,Don Moen,mil_4289,Gloria Estefan
sgd_038765,Here We Are,Journey,mil_4289,Gloria Estefan
sgd_000408,Hollywood,Alabama,mil_0065,Rick James
sgd_002624,Hollywood,Chicago,mil_0065,Rick James
sgd_006133,Hollywood,Fleetwood Mac,mil_0065,Rick James
sgd_014047,Hollywood,Nickelback,mil_0065,Rick James
sgd_017300,Hollywood,Red Hot Chili Peppers,mil_0065,Rick James
sgd_022508,Hollywood,Zeromancer,mil_0065,Rick James
sgd_023049,Hollywood,Aerosmith,mil_0065,Rick James
sgd_023854,Hollywood,America,mil_0065,Rick James
sgd_027098,Hollywood,Chaka Khan,mil_0065,Rick James
sgd_041100,Hollywood,Lady Gaga,mil_0065,Rick James
sgd_043666,Hollywood,Michael Buble,mil_0065,Rick James
sgd_044321,Hollywood,The Monkees,mil_0065,Rick James
sgd_053051,Hollywood,Thin Lizzy,mil_0065,Rick James
sgd_000470,Time,Alan Parsons Project,mil_0088,Fat Larry'S Band
sgd_000470,Time,Alan Parsons Project,mil_1356,Milk Inc.
sgd_011782,Time,Lionel Richie,mil_0088,Fat Larry'S Band
sgd_011782,Time,Lionel Richie,mil_1356,Milk Inc.
sgd_016343,Time,Pretenders,mil_0088,Fat Larry'S Band
sgd_016343,Time,Pretenders,mil_1356,Milk Inc.
sgd_024541,Time,Backstreet Boys,mil_0088,Fat Larry'S Band
sgd_024541,Time,Backstreet Boys,mil_1356,Milk Inc.
sgd_028481,Time,Culture Club,mil_0088,Fat Larry'S Band
sgd_028481,Time,Culture Club,mil_1356,Milk Inc.
sgd_034170,Time,Glen Campbell,mil_0088,Fat Larry'S Band
sgd_034170,Time,Glen Campbell,mil_1356,Milk Inc.
sgd_035783,Time,Helloween,mil_0088,Fat Larry'S Band
sgd_035783,Time,Helloween,mil_1356,Milk Inc.
sgd_037109,Time,INXS,mil_0088,Fat Larry'S Band
sgd_037109,Time,INXS,mil_1356,Milk Inc.
sgd_047308,Time,Ozzy Osbourne,mil_0088,Fat Larry'S Band
sgd_047308,Time,Ozzy Osbourne,mil_1356,Milk Inc.
sgd_000486,Desperado,Alice Cooper,mil_0481,Clint Black
sgd_000495,Give It Up,Alice Cooper,mil_0475,Graaf
sgd_000495,Give It Up,Alice Cooper,mil_1009,Captain Jack
sgd_016797,Give It Up,Radiohead,mil_0475,Graaf
sgd_016797,Give It Up,Radiohead,mil_1009,Captain Jack
sgd_019971,Give It Up,Ufo,mil_0475,Graaf
sgd_019971,Give It Up,Ufo,mil_1009,Captain Jack
sgd_021588,Give It Up,Wilson Phillips,mil_0475,Graaf
sgd_021588,Give It Up,Wilson Phillips,mil_1009,Captain Jack
sgd_022738,Give It Up,ZZ Top,mil_0475,Graaf
sgd_022738,Give It Up,ZZ Top,mil_1009,Captain Jack
sgd_024219,Give It Up,Ariana Grande,mil_0475,Graaf
sgd_024219,Give It Up,Ariana Grande,mil_1009,Captain Jack
sgd_024389,Give It Up,Avril Lavigne,mil_0475,Graaf
sgd_024389,Give It Up,Avril Lavigne,mil_1009,Captain Jack
sgd_026215,Give It Up,Boney M.,mil_0475,Graaf
sgd_026215,Give It Up,Boney M.,mil_1009,Captain Jack
sgd_028523,Give It Up,Cyndi Lauper,mil_0475,Graaf
sgd_028523,Give It Up,Cyndi Lauper,mil_1009,Captain Jack
sgd_029876,Give It Up,Divine,mil_0475,Graaf
sgd_029876,Give It Up,Divine,mil_1009,Captain Jack
sgd_031878,Give It Up,Etta James,mil_0475,Graaf
sgd_031878,Give It Up,Etta James,mil_1009,Captain Jack
sgd_034190,Give It Up,Gloria Estefan,mil_0475,Graaf
sgd_034190,Give It Up,Gloria Estefan,mil_1009,Captain Jack
sgd_048555,Give It Up,Planetshakers,mil_0475,Graaf
sgd_048555,Give It Up,Planetshakers,mil_1009,Captain Jack
sgd_052210,Give It Up,Steve Miller Band,mil_0475,Graaf
sgd_052210,Give It Up,Steve Miller Band,mil_1009,Captain Jack
sgd_000511,Lullaby,Alice Cooper,mil_2099,The Cure
sgd_002344,Lullaby,Celine Dion,mil_2099,The Cure
sgd_012376,Lullaby,Mariah Carey,mil_2099,The Cure
sgd_014055,Lullaby,Nickelback,mil_2099,The Cure
sgd_014881,Lullaby,Olivia Newton-John,mil_2099,The Cure
sgd_018536,Lullaby,Sia,mil_2099,The Cure
sgd_022413,Lullaby,Zebra,mil_2099,The Cure
sgd_032275,Lullaby,Fabolous,mil_2099,The Cure
sgd_032482,Lullaby,Fall Out Boy,mil_2099,The Cure
sgd_038702,Lullaby,Josh Groban,mil_2099,The Cure
sgd_046133,Lullaby,Noa,mil_2099,The Cure
sgd_046917,Lullaby,OneRepublic,mil_2099,The Cure
sgd_055455,Lullaby,Wang Chung,mil_2099,The Cure
sgd_000532,Sealed With A Kiss,Alice In Chains,mil_1979,Brian Hyland
sgd_000539,But You Know I Love You,Alison Krauss,mil_1790,Bill Anderson
sgd_010438,But You Know I Love You,Kenny Rogers,mil_1790,Bill Anderson
sgd_021143,But You Know I Love You,Waylon Jennings,mil_1790,Bill Anderson
sgd_029924,But You Know I Love You,Dolly Parton,mil_1790,Bill Anderson
sgd_000561,Maybe,Alison Krauss,mil_4639,Janis Joplin
sgd_010251,Maybe,Kelly Clarkson,mil_4639,Janis Joplin
sgd_011230,Maybe,Lea Salonga,mil_4639,Janis Joplin
sgd_031652,Maybe,Enrique Iglesias,mil_4639,Janis Joplin
sgd_032180,Maybe,Everlast,mil_4639,Janis Joplin
sgd_033215,Maybe,Garth Brooks,mil_4639,Janis Joplin
sgd_035564,Maybe,"Harry Connick, Jr.",mil_4639,Janis Joplin
sgd_036891,Maybe,Ingrid Michaelson,mil_4639,Janis Joplin
sgd_040100,Maybe,Kenny Rogers,mil_4639,Janis Joplin
sgd_044460,Maybe,Moody Blues,mil_4639,Janis Joplin
sgd_051122,Maybe,Roy Orbison,mil_4639,Janis Joplin
sgd_056503,Maybe,Will Smith,mil_4639,Janis Joplin
sgd_000577,Demons,Allman Brothers Band,mil_1720,Marquee Moon
sgd_032580,Demons,Fatboy Slim,mil_1720,Marquee Moon
sgd_039852,Demons,Kenny Chesney,mil_1720,Marquee Moon
sgd_000585,Morning Dew,Allman Brothers Band,mil_4087,Skullflower
sgd_029637,Morning Dew,Devo,mil_4087,Skullflower
sgd_034541,Morning Dew,Grateful Dead,mil_4087,Skullflower
sgd_045079,Morning Dew,Nazareth,mil_4087,Skullflower
sgd_000586,Mystery Woman,Allman Brothers Band,mil_2012,Madi Simmons
sgd_000592,Sail Away,Allman Brothers Band,mil_0094,Deep Purple
sgd_002852,Sail Away,Chris Rea,mil_0094,Deep Purple
sgd_014555,Sail Away,O.A.R.,mil_0094,Deep Purple
sgd_029260,Sail Away,Deep Purple,mil_0094,Deep Purple
sgd_040579,Sail Away,Kirsty Maccoll,mil_0094,Deep Purple
sgd_045594,Sail Away,Nick Cave,mil_0094,Deep Purple
sgd_000595,Straight From The Heart,Allman Brothers Band,mil_1278,Bryan Adams
sgd_000688,Seasons,America,mil_3169,Babak Shayan
sgd_007653,Seasons,Heart,mil_3169,Babak Shayan
sgd_018849,Seasons,Steve Miller Band,mil_3169,Babak Shayan
sgd_046819,Seasons,Olly Murs,mil_3169,Babak Shayan
sgd_053426,Seasons,Tom Jones,mil_3169,Babak Shayan
sgd_054200,Seasons,UB40,mil_3169,Babak Shayan
sgd_000693,Slow Down,America,mil_2760,Lacy J. Dalton
sgd_010981,Slow Down,Kris Kristofferson,mil_2760,Lacy J. Dalton
sgd_022414,Slow Down,Zebra,mil_2760,Lacy J. Dalton
sgd_025727,Slow Down,Blur,mil_2760,Lacy J. Dalton
sgd_030821,Slow Down,Eddie Cochran,mil_2760,Lacy J. Dalton
sgd_032280,Slow Down,Fabolous,mil_2760,Lacy J. Dalton
sgd_044984,Slow Down,Natalie Imbruglia,mil_2760,Lacy J. Dalton
sgd_047289,Slow Down,Ozzy Osbourne,mil_2760,Lacy J. Dalton
sgd_053431,Slow Down,Tom Jones,mil_2760,Lacy J. Dalton
sgd_000744,Days Of Wine And Roses,Andy Williams,mil_1525,Vince Guaraldi Bola Sete
sgd_032883,Days Of Wine And Roses,Frank Sinatra,mil_1525,Vince Guaraldi Bola Sete
sgd_000777,Higher,Ariana Grande,mil_2042,Creed
sgd_007010,Higher,Gloria Estefan,mil_2042,Creed
sgd_008109,Higher,Ice Cube,mil_2042,Creed
sgd_039288,Higher,Kanye West,mil_2042,Creed
sgd_040146,Higher,Kid Rock,mil_2042,Creed
sgd_049237,Higher,Q-Tip,mil_2042,Creed
sgd_050875,Higher,Rihanna,mil_2042,Creed
sgd_000796,Eli,Arlo Guthrie,mil_4512,Soweto Gospel Choir
sgd_000889,17,Avril Lavigne,mil_0417,Rick James
sgd_000893,Complicated,Avril Lavigne,mil_3600,The Rolling Stones
sgd_017977,Complicated,Rolling Stones,mil_3600,The Rolling Stones
sgd_032297,Complicated,Face To Face,mil_3600,The Rolling Stones
sgd_050864,Complicated,Rihanna,mil_3600,The Rolling Stones
sgd_000897,Eternity,Avril Lavigne,mil_4389,Vikki Carr
sgd_027092,Eternity,Chaka Khan,mil_4389,Vikki Carr
sgd_050776,Eternity,Richard Marx,mil_4389,Vikki Carr
sgd_050945,Eternity,Robbie Williams,mil_4389,Vikki Carr
sgd_000915,I Love You,Avril Lavigne,mil_1329,Steve Miller Band
sgd_001905,I Love You,Bosson,mil_1329,Steve Miller Band
sgd_002323,I Love You,Celine Dion,mil_1329,Steve Miller Band
sgd_002779,I Love You,Chris Brown,mil_1329,Steve Miller Band
sgd_003033,I Love You,Chuck Berry,mil_1329,Steve Miller Band
